location,party,followers,sentiment,Total Valid Votes Polled in the State,TOTAL VALID VOTES POLLED BY PARTY
Andaman & Nicobar Islands,1,252,0.33399999999999996,188764,90969
Andaman & Nicobar Islands,1,1135,-0.136,188764,90969
Andaman & Nicobar Islands,1,398,0.16,188764,90969
Andaman & Nicobar Islands,1,1542,0.231,188764,90969
Andaman & Nicobar Islands,1,5130509,0.244,188764,90969
Andaman & Nicobar Islands,1,107,0.125,188764,90969
Andaman & Nicobar Islands,1,548,0.218,188764,90969
Andaman & Nicobar Islands,1,7490,0.48100000000000004,188764,90969
Andaman & Nicobar Islands,1,167,-0.282,188764,90969
Andaman & Nicobar Islands,1,838,-0.25,188764,90969
Andaman & Nicobar Islands,1,1486,0.22399999999999998,188764,90969
Andaman & Nicobar Islands,1,42235,0.191,188764,90969
Andaman & Nicobar Islands,1,32478,0.503,188764,90969
Andaman & Nicobar Islands,1,6374,0.159,188764,90969
Andaman & Nicobar Islands,1,813,-0.281,188764,90969
Andaman & Nicobar Islands,1,813,0.209,188764,90969
Andaman & Nicobar Islands,1,25,0.11199999999999999,188764,90969
Andaman & Nicobar Islands,1,1,0.47600000000000003,188764,90969
Andaman & Nicobar Islands,1,3196107,0.36700000000000005,188764,90969
Andaman & Nicobar Islands,1,8,0.27899999999999997,188764,90969
Andaman & Nicobar Islands,1,19,-0.231,188764,90969
Andaman & Nicobar Islands,1,154,0.32,188764,90969
Andaman & Nicobar Islands,1,24601,-0.29600000000000004,188764,90969
Andaman & Nicobar Islands,1,8976,-0.227,188764,90969
Andhra Pradesh,1,2930,-0.431,48026634,4091908
Andhra Pradesh,1,1442,0.278,48026634,4091908
Andhra Pradesh,1,111,-0.07899999999999999,48026634,4091908
Andhra Pradesh,1,854,0.22,48026634,4091908
Andhra Pradesh,1,1786,0.34700000000000003,48026634,4091908
Andhra Pradesh,1,126,0.385,48026634,4091908
Andhra Pradesh,1,1090,-0.256,48026634,4091908
Andhra Pradesh,1,386,0.301,48026634,4091908
Andhra Pradesh,1,854,0.408,48026634,4091908
Andhra Pradesh,1,2377,-0.10099999999999999,48026634,4091908
Andhra Pradesh,1,35,0.162,48026634,4091908
Andhra Pradesh,1,35,0.205,48026634,4091908
Andhra Pradesh,1,7534,0.249,48026634,4091908
Andhra Pradesh,1,7534,0.249,48026634,4091908
Andhra Pradesh,1,935,0.113,48026634,4091908
Andhra Pradesh,1,585,0.217,48026634,4091908
Andhra Pradesh,1,2172,-0.231,48026634,4091908
Andhra Pradesh,1,2570,0.018000000000000002,48026634,4091908
Andhra Pradesh,1,212,0.21899999999999997,48026634,4091908
Andhra Pradesh,1,60593,0.31,48026634,4091908
Andhra Pradesh,1,60593,-0.266,48026634,4091908
Andhra Pradesh,1,53,0.32,48026634,4091908
Andhra Pradesh,1,3,-0.28600000000000003,48026634,4091908
Andhra Pradesh,1,711,0.355,48026634,4091908
Andhra Pradesh,1,962,0.157,48026634,4091908
Andhra Pradesh,1,123,-0.198,48026634,4091908
Andhra Pradesh,1,16879,0.266,48026634,4091908
Andhra Pradesh,1,4785,0.31,48026634,4091908
Andhra Pradesh,1,398,0.16,48026634,4091908
Andhra Pradesh,1,8398,0.183,48026634,4091908
Andhra Pradesh,1,548,0.14400000000000002,48026634,4091908
Andhra Pradesh,1,7490,0.273,48026634,4091908
Andhra Pradesh,1,317,0.4,48026634,4091908
Andhra Pradesh,1,664,0.243,48026634,4091908
Andhra Pradesh,1,450,0.21100000000000002,48026634,4091908
Andhra Pradesh,1,157,0.084,48026634,4091908
Andhra Pradesh,1,813,-0.281,48026634,4091908
Andhra Pradesh,1,3,0.225,48026634,4091908
Andhra Pradesh,1,3196107,-0.298,48026634,4091908
Andhra Pradesh,1,12,-0.506,48026634,4091908
Andhra Pradesh,1,1018,-0.16000000000000006,48026634,4091908
Andhra Pradesh,1,8273,0.124,48026634,4091908
Arunachal Pradesh,1,299,0.16699999999999998,590635,275344
Arunachal Pradesh,1,238,0.16699999999999998,590635,275344
Arunachal Pradesh,1,332,-0.146,590635,275344
Arunachal Pradesh,1,194,-0.136,590635,275344
Arunachal Pradesh,1,18992,0.40700000000000003,590635,275344
Arunachal Pradesh,1,105,0.258,590635,275344
Arunachal Pradesh,1,16,-0.175,590635,275344
Arunachal Pradesh,1,8954,0.085,590635,275344
Arunachal Pradesh,1,2108,-0.258,590635,275344
Arunachal Pradesh,1,34633,0.315,590635,275344
Arunachal Pradesh,1,389,0.37200000000000005,590635,275344
Arunachal Pradesh,1,1267,0.162,590635,275344
Arunachal Pradesh,1,15,-0.254,590635,275344
Arunachal Pradesh,1,936,-0.159,590635,275344
Arunachal Pradesh,1,3,0.225,590635,275344
Arunachal Pradesh,1,1872,0.265,590635,275344
Arunachal Pradesh,1,3196107,-0.188,590635,275344
Arunachal Pradesh,1,8,0.105,590635,275344
Arunachal Pradesh,1,8,-0.34600000000000003,590635,275344
Arunachal Pradesh,1,1012,0.235,590635,275344
Arunachal Pradesh,1,35,0.423,590635,275344
Arunachal Pradesh,1,3529,0.33,590635,275344
Arunachal Pradesh,1,1,-0.27899999999999997,590635,275344
Assam,1,7043,0.3,14938826,5507152
Assam,1,7043,-0.273,14938826,5507152
Assam,1,7043,0.094,14938826,5507152
Assam,1,560,-0.13,14938826,5507152
Assam,1,299,0.16699999999999998,14938826,5507152
Assam,1,23,-0.152,14938826,5507152
Assam,1,238,-0.122,14938826,5507152
Assam,1,37,0.134,14938826,5507152
Assam,1,496,0.38,14938826,5507152
Assam,1,10536,-0.09,14938826,5507152
Assam,1,175,0.221,14938826,5507152
Assam,1,1979010,0.18,14938826,5507152
Assam,1,12031,0.402,14938826,5507152
Assam,1,43,0.423,14938826,5507152
Assam,1,16,-0.14300000000000002,14938826,5507152
Assam,1,3264,0.384,14938826,5507152
Assam,1,42235,-0.109,14938826,5507152
Assam,1,13,0.18899999999999997,14938826,5507152
Assam,1,67,-0.04500000000000001,14938826,5507152
Assam,1,106,-0.36200000000000004,14938826,5507152
Assam,1,18030,0.301,14938826,5507152
Assam,1,184,0.149,14938826,5507152
Assam,1,1012,0.103,14938826,5507152
Assam,1,3664,-0.41600000000000004,14938826,5507152
Assam,1,435,0.21100000000000002,14938826,5507152
Assam,1,246,0.599,14938826,5507152
Assam,1,6655,-0.14400000000000002,14938826,5507152
Assam,1,269,-0.14300000000000002,14938826,5507152
Bihar,1,1868,0.065,35304368,10543025
Bihar,1,129,-0.031,35304368,10543025
Bihar,1,106,-0.134,35304368,10543025
Bihar,1,8,-0.152,35304368,10543025
Bihar,1,14,0.262,35304368,10543025
Bihar,1,488,0.27,35304368,10543025
Bihar,1,299,-0.424,35304368,10543025
Bihar,1,422,-0.031,35304368,10543025
Bihar,1,18992,0.115,35304368,10543025
Bihar,1,1328,0.153,35304368,10543025
Bihar,1,203,0.115,35304368,10543025
Bihar,1,18992,0.337,35304368,10543025
Bihar,1,301,0.17300000000000001,35304368,10543025
Bihar,1,1424,0.5920000000000001,35304368,10543025
Bihar,1,5357,0.22399999999999998,35304368,10543025
Bihar,1,43,0.153,35304368,10543025
Bihar,1,643,0.48100000000000004,35304368,10543025
Bihar,1,12391,0.434,35304368,10543025
Bihar,1,184,0.149,35304368,10543025
Bihar,1,3196107,0.266,35304368,10543025
Bihar,1,8,-0.15,35304368,10543025
Bihar,1,732,0.355,35304368,10543025
Bihar,1,12,-0.22699999999999998,35304368,10543025
Bihar,1,3,0.066,35304368,10543025
Bihar,1,40110,0.218,35304368,10543025
Bihar,1,4593,-0.201,35304368,10543025
Chandigarh,1,725,0.27699999999999997,450349,191362
Chandigarh,1,725,-0.185,450349,191362
Chandigarh,1,105,0.11800000000000001,450349,191362
Chandigarh,1,22,0.057999999999999996,450349,191362
Chandigarh,1,105,-0.14,450349,191362
Chandigarh,1,357,0.053999999999999986,450349,191362
Chandigarh,1,218,0.578,450349,191362
Chandigarh,1,3370,0.13699999999999998,450349,191362
Chandigarh,1,4936,0.22,450349,191362
Chandigarh,1,4936,0.22,450349,191362
Chandigarh,1,2988,0.091,450349,191362
Chandigarh,1,919,0.08,450349,191362
Chandigarh,1,2235,-0.145,450349,191362
Chandigarh,1,4785,-0.406,450349,191362
Chandigarh,1,398,0.174,450349,191362
Chandigarh,1,1542,0.18899999999999997,450349,191362
Chandigarh,1,702,0.244,450349,191362
Chandigarh,1,107,0.11800000000000001,450349,191362
Chandigarh,1,3924,0.162,450349,191362
Chandigarh,1,1979010,0.172,450349,191362
Chandigarh,1,317,0.363,450349,191362
Chandigarh,1,1486,0.235,450349,191362
Chandigarh,1,55,-0.157,450349,191362
Chandigarh,1,6,0.406,450349,191362
Chandigarh,1,2,0.47600000000000003,450349,191362
Chandigarh,1,3196107,0.141,450349,191362
Chandigarh,1,154,0.098,450349,191362
Chandigarh,1,323,0.195,450349,191362
Chandigarh,1,8273,0.243,450349,191362
Chhattisgarh,1,283,0.275,12030690,5973904
Chhattisgarh,1,311,0.193,12030690,5973904
Chhattisgarh,1,80,-0.5,12030690,5973904
Chhattisgarh,1,21,0.125,12030690,5973904
Chhattisgarh,1,140,-0.11800000000000001,12030690,5973904
Chhattisgarh,1,296,-0.131,12030690,5973904
Chhattisgarh,1,47,0.46399999999999997,12030690,5973904
Chhattisgarh,1,172338,0.145,12030690,5973904
Chhattisgarh,1,2626,0.139,12030690,5973904
Chhattisgarh,1,5357,0.27699999999999997,12030690,5973904
Chhattisgarh,1,191,-0.171,12030690,5973904
Chhattisgarh,1,779,0.312,12030690,5973904
Chhattisgarh,1,3196119,0.292,12030690,5973904
Chhattisgarh,1,184,0.14300000000000002,12030690,5973904
Chhattisgarh,1,3196107,-0.188,12030690,5973904
Chhattisgarh,1,167,0.313,12030690,5973904
Chhattisgarh,1,186,0.17300000000000001,12030690,5973904
Chhattisgarh,1,8976,-0.215,12030690,5973904
Chhattisgarh,1,3,0.225,12030690,5973904
Chhattisgarh,1,41887,0.12,12030690,5973904
Chhattisgarh,1,93,-0.233,12030690,5973904
Chhattisgarh,1,195,-0.42,12030690,5973904
Tamil Nadu,1,393,0.076,40025367,2223566
Dadra & Nagar Haveli,1,204,0.183,162324,80790
Dadra & Nagar Haveli,1,127,0.359,162324,80790
Dadra & Nagar Haveli,1,356,-0.231,162324,80790
Dadra & Nagar Haveli,1,3358,-0.221,162324,80790
Dadra & Nagar Haveli,1,30,0.252,162324,80790
Dadra & Nagar Haveli,1,7490,0.061,162324,80790
Dadra & Nagar Haveli,1,130,0.261,162324,80790
Dadra & Nagar Haveli,1,335,0.253,162324,80790
Dadra & Nagar Haveli,1,86,0.14300000000000002,162324,80790
Dadra & Nagar Haveli,1,924,0.155,162324,80790
Dadra & Nagar Haveli,1,120,0.062,162324,80790
Dadra & Nagar Haveli,1,319,0.138,162324,80790
Dadra & Nagar Haveli,1,2221,0.18100000000000002,162324,80790
Dadra & Nagar Haveli,1,280,0.059000000000000004,162324,80790
Dadra & Nagar Haveli,1,569,0.099,162324,80790
Dadra & Nagar Haveli,1,3916,0.196,162324,80790
Dadra & Nagar Haveli,1,1486,0.22399999999999998,162324,80790
Dadra & Nagar Haveli,1,71,0.337,162324,80790
Dadra & Nagar Haveli,1,393,-0.142,162324,80790
Dadra & Nagar Haveli,1,2,0.16699999999999998,162324,80790
Dadra & Nagar Haveli,1,8273,0.155,162324,80790
Dadra & Nagar Haveli,1,6278,0.302,162324,80790
Dadra & Nagar Haveli,1,8,-0.138,162324,80790
Dadra & Nagar Haveli,1,191,-0.218,162324,80790
Dadra & Nagar Haveli,1,5,0.19,162324,80790
Dadra & Nagar Haveli,1,163,-0.11900000000000001,162324,80790
Dadra & Nagar Haveli,1,2391,0.242,162324,80790
Dadra & Nagar Haveli,1,2391,0.242,162324,80790
Daman & Diu,1,5973,-0.236,85917,46960
Daman & Diu,1,274,0.345,85917,46960
Daman & Diu,1,96,0.20600000000000002,85917,46960
Daman & Diu,1,144,-0.10300000000000001,85917,46960
Daman & Diu,1,2150,-0.105,85917,46960
Daman & Diu,1,630,-0.024999999999999998,85917,46960
Daman & Diu,1,548,0.364,85917,46960
Daman & Diu,1,86,0.513,85917,46960
Daman & Diu,1,8398,0.243,85917,46960
Daman & Diu,1,18992,0.209,85917,46960
Daman & Diu,1,159,0.111,85917,46960
Daman & Diu,1,1486,0.212,85917,46960
Daman & Diu,1,30,0.506,85917,46960
Daman & Diu,1,79,0.139,85917,46960
Daman & Diu,1,3,0.19899999999999998,85917,46960
Daman & Diu,1,393,-0.059000000000000004,85917,46960
Daman & Diu,1,156,0.109,85917,46960
Daman & Diu,1,396,0.33299999999999996,85917,46960
Daman & Diu,1,558,-0.18899999999999997,85917,46960
Daman & Diu,1,435,-0.441,85917,46960
Daman & Diu,1,65,-0.209,85917,46960
Uttarakhand,1,2483,0.125,4343847,2429698
Goa,1,330,-0.153,806897,436679
Goa,1,578,0.4,806897,436679
Goa,1,311,-0.139,806897,436679
Goa,1,805,0.40399999999999997,806897,436679
Goa,1,8929,-0.07899999999999999,806897,436679
Goa,1,130,0.261,806897,436679
Goa,1,85,0.171,806897,436679
Goa,1,6040,-0.17800000000000002,806897,436679
Goa,1,1196,0.19399999999999998,806897,436679
Goa,1,19960,-0.213,806897,436679
Goa,1,194,0.146,806897,436679
Goa,1,51,0.428,806897,436679
Goa,1,1785525,0.22,806897,436679
Goa,1,2626,0.332,806897,436679
Goa,1,5357,0.235,806897,436679
Goa,1,563,-0.48100000000000004,806897,436679
Goa,1,273,-0.121,806897,436679
Goa,1,5,0.583,806897,436679
Goa,1,2691,-0.07699999999999999,806897,436679
Goa,1,8,-0.043,806897,436679
Goa,1,8976,-0.215,806897,436679
Goa,1,3664,-0.276,806897,436679
Gujarat,1,2356,0.09,25369118,15249243
Gujarat,1,79,0.264,25369118,15249243
Gujarat,1,1418,-0.154,25369118,15249243
Gujarat,1,10717,-0.386,25369118,15249243
Gujarat,1,22319,0.172,25369118,15249243
Gujarat,1,3975,0.231,25369118,15249243
Gujarat,1,120,0.07700000000000001,25369118,15249243
Gujarat,1,915,0.198,25369118,15249243
Gujarat,1,883,-0.14300000000000002,25369118,15249243
Gujarat,1,3110,0.142,25369118,15249243
Gujarat,1,883,0.318,25369118,15249243
Gujarat,1,883,0.318,25369118,15249243
Gujarat,1,108,-0.16699999999999998,25369118,15249243
Gujarat,1,38,0.27899999999999997,25369118,15249243
Gujarat,1,38,0.326,25369118,15249243
Gujarat,1,174,0.158,25369118,15249243
Gujarat,1,66,-0.128,25369118,15249243
Gujarat,1,711,-0.153,25369118,15249243
Gujarat,1,188,0.07999999999999999,25369118,15249243
Gujarat,1,301,-0.147,25369118,15249243
Gujarat,1,7593,0.535,25369118,15249243
Gujarat,1,208,0.107,25369118,15249243
Gujarat,1,1279,0.14300000000000002,25369118,15249243
Gujarat,1,1279,0.14300000000000002,25369118,15249243
Gujarat,1,969,-0.239,25369118,15249243
Gujarat,1,1279,-0.20600000000000002,25369118,15249243
Gujarat,1,37,-0.135,25369118,15249243
Gujarat,1,37,-0.135,25369118,15249243
Gujarat,1,2,0.08900000000000001,25369118,15249243
Gujarat,1,64,0.085,25369118,15249243
Gujarat,1,64,-0.124,25369118,15249243
Gujarat,1,651,0.182,25369118,15249243
Gujarat,1,675,0.187,25369118,15249243
Gujarat,1,134,-0.35200000000000004,25369118,15249243
Gujarat,1,491,0.17600000000000002,25369118,15249243
Gujarat,1,181,0.257,25369118,15249243
Gujarat,1,318,0.28300000000000003,25369118,15249243
Gujarat,1,38,-0.209,25369118,15249243
Gujarat,1,838,-0.14300000000000002,25369118,15249243
Gujarat,1,1697,0.48200000000000004,25369118,15249243
Gujarat,1,3283,0.29100000000000004,25369118,15249243
Gujarat,1,79,0.225,25369118,15249243
Gujarat,1,449,0.354,25369118,15249243
Gujarat,1,130,0.34600000000000003,25369118,15249243
Gujarat,1,311,0.14300000000000002,25369118,15249243
Gujarat,1,55,0.162,25369118,15249243
Gujarat,1,156,-0.278,25369118,15249243
Gujarat,1,369,0.22399999999999998,25369118,15249243
Gujarat,1,7490,0.242,25369118,15249243
Gujarat,1,1979010,0.14,25369118,15249243
Gujarat,1,18992,0.162,25369118,15249243
Gujarat,1,1081,0.195,25369118,15249243
Gujarat,1,1486,0.235,25369118,15249243
Gujarat,1,249,0.037000000000000005,25369118,15249243
Gujarat,1,3196119,0.154,25369118,15249243
Gujarat,1,14,0.381,25369118,15249243
Gujarat,1,184,0.138,25369118,15249243
Gujarat,1,8,-0.136,25369118,15249243
Gujarat,1,8,0.326,25369118,15249243
Gujarat,1,53,0.14400000000000002,25369118,15249243
Gujarat,1,87,-0.27699999999999997,25369118,15249243
Gujarat,1,255,0.20199999999999999,25369118,15249243
Haryana,1,647,0.153,11460931,3993527
Haryana,1,1106,0.205,11460931,3993527
Haryana,1,100,0.12,11460931,3993527
Haryana,1,422,0.115,11460931,3993527
Haryana,1,28938,0.40299999999999997,11460931,3993527
Haryana,1,28938,0.231,11460931,3993527
Haryana,1,28938,0.583,11460931,3993527
Haryana,1,97,0.175,11460931,3993527
Haryana,1,182,-0.27,11460931,3993527
Haryana,1,312,0.26,11460931,3993527
Haryana,1,1254,-0.113,11460931,3993527
Haryana,1,1254,-0.113,11460931,3993527
Haryana,1,852,0.12,11460931,3993527
Haryana,1,1,0.375,11460931,3993527
Haryana,1,88,0.0040000000000000036,11460931,3993527
Haryana,1,793,0.39399999999999996,11460931,3993527
Haryana,1,94,-0.23600000000000002,11460931,3993527
Haryana,1,94,-0.228,11460931,3993527
Haryana,1,221,-0.115,11460931,3993527
Haryana,1,629,0.075,11460931,3993527
Haryana,1,194,-0.17600000000000002,11460931,3993527
Haryana,1,939,0.32799999999999996,11460931,3993527
Haryana,1,1301,-0.22,11460931,3993527
Haryana,1,1979010,-0.105,11460931,3993527
Haryana,1,51,-0.245,11460931,3993527
Haryana,1,1128,-0.221,11460931,3993527
Haryana,1,2626,0.332,11460931,3993527
Haryana,1,227,-0.19899999999999998,11460931,3993527
Haryana,1,31655,0.07999999999999999,11460931,3993527
Haryana,1,1486,0.27699999999999997,11460931,3993527
Haryana,1,757,-0.162,11460931,3993527
Haryana,1,393,-0.38299999999999995,11460931,3993527
Haryana,1,1392,-0.109,11460931,3993527
Haryana,1,8,-0.18100000000000002,11460931,3993527
Haryana,1,24601,-0.48100000000000004,11460931,3993527
Haryana,1,163,0.153,11460931,3993527
Himachal Pradesh,1,10373,-0.27899999999999997,3069345,1652995
Himachal Pradesh,1,1181,0.14300000000000002,3069345,1652995
Himachal Pradesh,1,974,0.126,3069345,1652995
Himachal Pradesh,1,311,-0.139,3069345,1652995
Himachal Pradesh,1,6738265,-0.155,3069345,1652995
Himachal Pradesh,1,8398,0.107,3069345,1652995
Himachal Pradesh,1,1439,-0.174,3069345,1652995
Himachal Pradesh,1,1204,0.495,3069345,1652995
Himachal Pradesh,1,19345,-0.342,3069345,1652995
